country,cotas,resultado_cota,allocated_completes,CR_preenchido,Pessoas_Para_Recrutar
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'A-', 'Male', 'Centro-sur')",3,0.3333333333333333333333333333,10
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'A-', 'Male', 'Este')",5,0.6666666666666666666666666667,8
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'A-', 'Male', 'Litoral')",8,0.75,11
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'A-', 'Male', 'Metropolitana')",49,0.7205882352941176470588235294,68
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'A-', 'Male', 'Norte')",5,0.8,7
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'B+', 'Male', 'Centro-sur')",8,0.8,10
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'B+', 'Male', 'Este')",5,1,5
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'B+', 'Male', 'Litoral')",5,0.7272727272727272727272727273,7
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'B+', 'Male', 'Metropolitana')",90,0.6103896103896103896103896104,148
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'B+', 'Male', 'Norte')",43,0.6851851851851851851851851852,63
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'B-', 'Male', 'Centro-sur')",5,1,5
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'B-', 'Male', 'Este')",8,0.4,20
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'B-', 'Male', 'Litoral')",3,1,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'B-', 'Male', 'Metropolitana')",41,0.7857142857142857142857142857,53
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'B-', 'Male', 'Norte')",10,0.8235294117647058823529411765,13
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'M', 'Male', 'Centro-sur')",5,1,5
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'M', 'Male', 'Este')",13,0.5789473684210526315789473684,23
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'M', 'Male', 'Litoral')",3,1,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'M', 'Male', 'Metropolitana')",61,0.7317073170731707317073170732,84
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'M', 'Male', 'Norte')",15,0.8571428571428571428571428571,18
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'M+', 'Male', 'Centro-sur')",3,0.6666666666666666666666666667,5
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'M+', 'Male', 'Este')",13,0.6428571428571428571428571429,21
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'M+', 'Male', 'Litoral')",10,0.5,20
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'M+', 'Male', 'Metropolitana')",51,0.6119402985074626865671641791,84
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'M+', 'Male', 'Norte')",15,0.6666666666666666666666666667,23
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'M-', 'Male', 'Centro-sur')",3,1,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'M-', 'Male', 'Este')",10,0.6153846153846153846153846154,17
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'M-', 'Male', 'Litoral')",5,0.75,7
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'M-', 'Male', 'Metropolitana')",56,0.7468354430379746835443037975,75
UY,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'M-', 'Male', 'Norte')",5,1,5
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'A+', 'Male', 'Metropolitana')",5,0.7692307692307692307692307692,7
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'A-', 'Male', 'Centro-sur')",3,0.6666666666666666666666666667,5
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'A-', 'Male', 'Este')",3,1,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'A-', 'Male', 'Litoral')",3,0,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'A-', 'Male', 'Metropolitana')",43,0.6825396825396825396825396825,63
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'A-', 'Male', 'Norte')",5,0.7272727272727272727272727273,7
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'B+', 'Male', 'Centro-sur')",3,1,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'B+', 'Male', 'Este')",10,0.5714285714285714285714285714,18
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'B+', 'Male', 'Litoral')",5,0.7142857142857142857142857143,7
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'B+', 'Male', 'Metropolitana')",51,0.6304347826086956521739130435,81
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'B+', 'Male', 'Norte')",8,1,8
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'B-', 'Male', 'Este')",5,0.8,7
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'B-', 'Male', 'Litoral')",8,0.9166666666666666666666666667,9
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'B-', 'Male', 'Metropolitana')",18,0.65,28
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'B-', 'Male', 'Norte')",20,0.5769230769230769230769230769,35
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'M', 'Male', 'Este')",8,0.75,11
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'M', 'Male', 'Litoral')",8,0.4285714285714285714285714286,19
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'M', 'Male', 'Metropolitana')",26,0.8076923076923076923076923077,33
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'M', 'Male', 'Norte')",10,0.9285714285714285714285714286,11
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'M+', 'Male', 'Centro-sur')",3,0.5,6
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'M+', 'Male', 'Este')",3,0.5,6
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'M+', 'Male', 'Litoral')",3,0,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'M+', 'Male', 'Metropolitana')",33,0.7454545454545454545454545455,45
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'M+', 'Male', 'Norte')",5,0.3333333333333333333333333333,15
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'M-', 'Male', 'Este')",3,0.6666666666666666666666666667,5
UY,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'M-', 'Male', 'Metropolitana')",36,0.6857142857142857142857142857,53
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'A+', 'Male', 'Metropolitana')",10,0.6666666666666666666666666667,15
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'A+', 'Male', 'Norte')",3,1,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'A-', 'Male', 'Este')",5,0,5
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'A-', 'Male', 'Litoral')",5,0.5555555555555555555555555556,9
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'A-', 'Male', 'Metropolitana')",23,0.7272727272727272727272727273,32
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'A-', 'Male', 'Norte')",5,0.7142857142857142857142857143,7
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'B+', 'Male', 'Este')",10,0.5,20
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'B+', 'Male', 'Litoral')",5,0.6,9
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'B+', 'Male', 'Metropolitana')",31,0.7142857142857142857142857143,44
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'B+', 'Male', 'Norte')",18,0.5454545454545454545454545455,33
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'B-', 'Male', 'Este')",5,0.6,9
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'B-', 'Male', 'Metropolitana')",41,0.6567164179104477611940298507,63
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'B-', 'Male', 'Norte')",5,0.6666666666666666666666666667,8
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'M', 'Male', 'Este')",5,0.5,10
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'M', 'Male', 'Litoral')",3,0,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'M', 'Male', 'Metropolitana')",33,0.6721311475409836065573770492,50
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'M+', 'Male', '0')",3,0.6666666666666666666666666667,5
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'M+', 'Male', 'Centro-sur')",3,0,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'M+', 'Male', 'Este')",5,0.5,10
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'M+', 'Male', 'Litoral')",5,1,5
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'M+', 'Male', 'Metropolitana')",46,0.7777777777777777777777777778,60
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'M+', 'Male', 'Norte')",5,0.75,7
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'M-', 'Male', 'Centro-sur')",3,0,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'M-', 'Male', 'Este')",10,0.6666666666666666666666666667,15
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'M-', 'Male', 'Litoral')",8,0.5833333333333333333333333333,14
UY,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'M-', 'Male', 'Metropolitana')",13,0.5652173913043478260869565217,23
UY,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'A+', 'Male', 'Metropolitana')",8,0.6470588235294117647058823529,13
UY,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'A-', 'Male', 'Litoral')",5,0.3333333333333333333333333333,15
UY,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'A-', 'Male', 'Metropolitana')",38,0.8101265822784810126582278481,47
UY,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'A-', 'Male', 'Norte')",8,0.6666666666666666666666666667,12
UY,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'B+', 'Male', 'Metropolitana')",20,0.6666666666666666666666666667,30
UY,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'B+', 'Male', 'Norte')",13,0.2222222222222222222222222222,59
UY,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'B-', 'Male', 'Este')",3,0.6666666666666666666666666667,5
UY,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'B-', 'Male', 'Litoral')",3,0,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'B-', 'Male', 'Metropolitana')",8,0.6666666666666666666666666667,12
UY,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'B-', 'Male', 'Norte')",5,0.4285714285714285714285714286,12
UY,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'M', 'Male', 'Centro-sur')",5,0,5
UY,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'M', 'Male', 'Este')",3,0.5,6
UY,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'M', 'Male', 'Metropolitana')",26,0.7450980392156862745098039216,35
UY,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'M', 'Male', 'Norte')",3,1,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'M+', 'Male', 'Este')",5,0.6,9
UY,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'M+', 'Male', 'Litoral')",5,0.7777777777777777777777777778,7
UY,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'M+', 'Male', 'Metropolitana')",54,0.8039215686274509803921568627,68
UY,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'M+', 'Male', 'Norte')",8,0.625,13
UY,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'M-', 'Male', 'Litoral')",3,0,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'M-', 'Male', 'Metropolitana')",26,0.6388888888888888888888888889,41
UY,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'M-', 'Male', 'Norte')",3,0.5,6
UY,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'A+', 'Male', 'Litoral')",3,1,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'A+', 'Male', 'Metropolitana')",8,0.8461538461538461538461538462,10
UY,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'A-', 'Male', '0')",3,0.9,4
UY,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'A-', 'Male', 'Este')",5,0.7857142857142857142857142857,7
UY,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'A-', 'Male', 'Metropolitana')",26,0.9444444444444444444444444444,28
UY,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'A-', 'Male', 'Norte')",3,0.5714285714285714285714285714,6
UY,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'B+', 'Male', '0')",3,0,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'B+', 'Male', 'Centro-sur')",3,0.5,6
UY,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'B+', 'Male', 'Este')",10,0.4444444444444444444444444444,23
UY,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'B+', 'Male', 'Metropolitana')",10,0.5454545454545454545454545455,19
UY,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'B-', 'Male', 'Metropolitana')",18,0.7368421052631578947368421053,25
UY,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'B-', 'Male', 'Norte')",3,0.5,6
UY,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'M', 'Male', 'Centro-sur')",3,1,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'M', 'Male', 'Este')",5,0.5,10
UY,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'M', 'Male', 'Metropolitana')",20,0.8157894736842105263157894737,25
UY,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'M', 'Male', 'Norte')",10,0.75,14
UY,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'M+', 'Male', 'Centro-sur')",3,1,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'M+', 'Male', 'Litoral')",3,0,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'M+', 'Male', 'Metropolitana')",20,0.8032786885245901639344262295,25
UY,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'M+', 'Male', 'Norte')",8,0.6666666666666666666666666667,12
UY,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'M-', 'Male', 'Metropolitana')",20,0.7352941176470588235294117647,28
UY,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'M-', 'Male', 'Norte')",10,0.625,16
UY,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'A+', 'Male', '0')",3,0.5,6
UY,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'A+', 'Male', 'Este')",5,0.6,9
UY,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'A+', 'Male', 'Metropolitana')",3,1,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'A+', 'Male', 'Norte')",2,0,2
UY,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'A-', 'Male', 'Centro-sur')",2,0,2
UY,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'A-', 'Male', 'Este')",2,0.8571428571428571428571428571,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'A-', 'Male', 'Metropolitana')",15,0.7073170731707317073170731707,22
UY,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'B+', 'Male', 'Centro-sur')",2,0.6666666666666666666666666667,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'B+', 'Male', 'Litoral')",2,0,2
UY,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'B+', 'Male', 'Metropolitana')",5,0.4285714285714285714285714286,12
UY,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'B+', 'Male', 'Norte')",8,0.6,14
UY,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'B-', 'Male', 'Metropolitana')",13,0.5,26
UY,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'M', 'Male', 'Este')",5,1,5
UY,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'M', 'Male', 'Litoral')",2,0.5,4
UY,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'M', 'Male', 'Metropolitana')",18,0.6666666666666666666666666667,27
UY,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'M', 'Male', 'Norte')",2,0.2857142857142857142857142857,7
UY,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'M+', 'Male', 'Este')",2,0,2
UY,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'M+', 'Male', 'Litoral')",2,0.6666666666666666666666666667,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'M+', 'Male', 'Metropolitana')",13,0.7142857142857142857142857143,19
UY,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'M+', 'Male', 'Norte')",5,0.875,6
UY,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'M-', 'Male', 'Metropolitana')",18,0.7692307692307692307692307692,24
UY,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'M-', 'Male', 'Norte')",5,0.8,7
UY,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'A+', 'Male', 'Metropolitana')",5,0.8333333333333333333333333333,6
UY,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'A-', 'Male', 'Centro-sur')",2,0.6666666666666666666666666667,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'A-', 'Male', 'Este')",5,0.5714285714285714285714285714,9
UY,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'A-', 'Male', 'Litoral')",2,0.875,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'A-', 'Male', 'Metropolitana')",18,0.7272727272727272727272727273,25
UY,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'A-', 'Male', 'Norte')",8,0.6875,12
UY,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'B+', 'Male', 'Este')",2,0.6666666666666666666666666667,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'B+', 'Male', 'Metropolitana')",8,0.75,11
UY,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'B+', 'Male', 'Norte')",2,1,2
UY,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'B-', 'Male', 'Este')",2,1,2
UY,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'B-', 'Male', 'Metropolitana')",8,0.5714285714285714285714285714,14
UY,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'M', 'Male', 'Centro-sur')",2,0.8181818181818181818181818182,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'M', 'Male', 'Este')",2,1,2
UY,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'M', 'Male', 'Litoral')",2,0.5,4
UY,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'M', 'Male', 'Metropolitana')",15,0.8125,19
UY,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'M+', 'Male', 'Este')",2,0.6,4
UY,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'M+', 'Male', 'Metropolitana')",18,0.9166666666666666666666666667,20
UY,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'M+', 'Male', 'Norte')",2,0.6666666666666666666666666667,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'M-', 'Male', 'Metropolitana')",13,0.8148148148148148148148148148,16
UY,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'M-', 'Male', 'Norte')",8,0.7272727272727272727272727273,11
UY,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'A+', 'Male', 'Este')",8,0.8333333333333333333333333333,10
UY,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'A+', 'Male', 'Metropolitana')",20,0.75,27
UY,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'A-', 'Male', 'Este')",5,1,5
UY,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'A-', 'Male', 'Metropolitana')",41,0.7580645161290322580645161290,55
UY,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'A-', 'Male', 'Norte')",10,0.7222222222222222222222222222,14
UY,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'B+', 'Male', 'Litoral')",8,0.9,9
UY,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'B+', 'Male', 'Metropolitana')",18,0.64,29
UY,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'B+', 'Male', 'Norte')",2,0.5,4
UY,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'B-', 'Male', 'Metropolitana')",5,0.6666666666666666666666666667,8
UY,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'B-', 'Male', 'Norte')",2,1,2
UY,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'M', 'Male', 'Este')",2,1,2
UY,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'M', 'Male', 'Litoral')",2,0.6666666666666666666666666667,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'M', 'Male', 'Metropolitana')",23,0.7073170731707317073170731707,33
UY,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'M', 'Male', 'Norte')",2,0,2
UY,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'M+', 'Male', 'Este')",5,0.75,7
UY,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'M+', 'Male', 'Metropolitana')",43,0.7073170731707317073170731707,61
UY,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'M+', 'Male', 'Norte')",2,0,2
UY,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'M-', 'Male', 'Centro-sur')",5,0.6666666666666666666666666667,8
UY,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'M-', 'Male', 'Litoral')",5,0.5555555555555555555555555556,9
UY,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'M-', 'Male', 'Metropolitana')",23,0.3571428571428571428571428571,65
UY,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'M-', 'Male', 'Norte')",13,0.8695652173913043478260869565,15
UY,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'A+', 'Female', 'Este')",1,0.75,2
UY,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'A+', 'Female', 'Metropolitana')",2,0.6923076923076923076923076923,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'A+', 'Female', 'Norte')",1,0,1
UY,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'A-', 'Female', 'Centro-sur')",1,0.6666666666666666666666666667,2
UY,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'A-', 'Female', 'Este')",2,1,2
UY,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'A-', 'Female', 'Metropolitana')",1,1,1
UY,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'A-', 'Female', 'Norte')",3,0.9090909090909090909090909091,4
UY,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'B+', 'Female', 'Este')",1,0.6666666666666666666666666667,2
UY,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'B+', 'Female', 'Metropolitana')",3,0.875,4
UY,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'B+', 'Female', 'Norte')",1,1,1
UY,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'B-', 'Female', 'Metropolitana')",3,0.7777777777777777777777777778,4
UY,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'M', 'Female', 'Este')",1,0,1
UY,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'M', 'Female', 'Metropolitana')",7,0.7894736842105263157894736842,9
UY,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'M', 'Female', 'Norte')",1,1,1
UY,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'M+', 'Female', 'Litoral')",1,0.625,2
UY,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'M+', 'Female', 'Metropolitana')",6,0.7058823529411764705882352941,9
UY,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'M+', 'Female', 'Norte')",1,0.6666666666666666666666666667,2
UY,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'M-', 'Female', 'Centro-sur')",1,0.6666666666666666666666666667,2
UY,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'M-', 'Female', 'Este')",1,1,1
UY,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'M-', 'Female', 'Metropolitana')",3,0.9166666666666666666666666667,4
UY,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'M-', 'Female', 'Norte')",2,0.6666666666666666666666666667,3
UY,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'A+', 'Female', 'Este')",1,1,1
UY,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'A+', 'Female', 'Litoral')",1,0.8,2
UY,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'A+', 'Female', 'Metropolitana')",6,0.6190476190476190476190476190,10
UY,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'A+', 'Female', 'Norte')",1,0.8333333333333333333333333333,2
UY,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'A-', 'Female', 'Centro-sur')",1,0,1
UY,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'A-', 'Female', 'Este')",1,1,1
UY,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'A-', 'Female', 'Litoral')",1,0.9090909090909090909090909091,2
UY,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'A-', 'Female', 'Metropolitana')",12,0.6666666666666666666666666667,18
UY,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'A-', 'Female', 'Norte')",5,0.84,6
UY,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'B+', 'Female', 'Centro-sur')",3,0.8333333333333333333333333333,4
UY,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'B+', 'Female', 'Este')",4,0.7272727272727272727272727273,6
UY,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'B+', 'Female', 'Litoral')",3,0.8095238095238095238095238095,4
UY,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'B+', 'Female', 'Metropolitana')",29,0.7910447761194029850746268657,37
UY,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'B+', 'Female', 'Norte')",14,0.88,16
UY,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'B-', 'Female', 'Centro-sur')",1,0.8,2
